Channel,Index,Value
Left,15820,0.6364
Left,15821,0.731
Left,15822,0.7478
Left,15823,0.5183
Left,15824,0.8335
Left,15825,0.5046
Left,15826,0.5488
Left,15827,0.6381
Left,15828,0.8586
Left,15829,0.637
Left,15830,0.6664
Left,15831,0.8145
Left,15832,0.6429
Left,15833,0.5567
Left,15834,0.6344
Left,15835,0.8147
Left,15836,0.6861
Left,15837,0.8735
Left,15838,0.7556
Left,15839,0.6187
Left,15840,0.6895
Left,15841,0.6003
Left,15842,0.6199
Left,15843,0.99
Left,15844,0.7908
Left,15845,0.7761
Left,15846,0.6286
Left,15847,0.8488
Left,15848,0.8027
Left,15849,0.8817
Left,15850,0.8777
Left,15851,0.5472
Left,15852,0.5848
Left,15853,0.596
Left,15854,0.6026
Left,15855,0.7298
Left,15856,0.6413
Left,15857,0.9056
Left,15858,0.8892
Left,15859,0.6984
Left,15860,0.8949
Left,15861,0.8484
Left,15862,0.6547
Left,15863,0.499
Left,15864,0.6782
Left,15865,0.6355
Left,15866,0.7206
Left,15867,0.7088
Left,15868,0.7061
Left,15869,0.752
Left,15870,0.5781
Left,15871,0.7402
Left,15872,0.6548
Left,15873,0.7184
Left,15874,0.7937
Left,15875,0.5751
Left,15876,0.6689
Left,15877,0.6846
Left,15878,0.6444
Left,15879,0.7851
Left,15880,0.6224
Left,15881,0.6381
Left,15882,0.6218
Left,15883,0.8012
Left,15884,0.6418
Left,15885,0.7361
Left,15886,0.8866
Left,15887,0.6805
Left,15888,0.7981
Left,15889,0.8529
Left,15890,0.7872
Left,15891,0.6816
Left,15892,0.7462
Left,15893,0.5518
Left,15894,0.6012
Left,15895,0.6173
Left,15896,0.9003
Left,15897,0.5934
Left,15898,0.5903
Left,15899,0.5671
Left,15900,0.7257
Left,15901,0.6823
Left,15902,0.7749
Left,15903,0.7315
Left,15904,0.5245
Left,15905,0.5799
Left,15906,0.7952
Left,15907,0.6363
Left,15908,0.7733
Left,15909,0.6375
Left,15910,0.5536
Left,15911,0.6178
Left,15912,0.5491
Left,15913,0.587
Left,15914,0.6614
Left,15915,0.6901
Left,15916,0.4775
Left,15917,0.6323
Left,15918,0.5729
Left,15919,0.5641
Left,15920,0.6396
Left,15921,0.5687
Left,15922,0.7593
Left,15923,0.7372
Left,15924,0.7338
Left,15925,0.5633
Left,15926,0.5137
Left,15927,0.6153
Left,15928,0.5891
Left,15929,0.5403
Left,15930,0.4806
Left,15931,0.591
Left,15932,0.5516
Left,15933,0.6578
Left,15934,0.6523
Left,15935,0.6926
Left,15936,0.4534
Left,15937,0.6162
Left,15938,0.5
Left,15939,0.4473
Left,15940,0.5231
Left,15941,0.6694
Left,15942,0.5219
Left,15943,0.7122
Left,15944,0.607
Left,15945,0.5091
Left,15946,0.6609
Left,15947,0.5858
Left,15948,0.4443
Left,15949,0.7198
Left,15950,0.5561
Left,15951,0.5283
Left,15952,0.437
Left,15953,0.6367
Left,15954,0.5666
Left,15955,0.5739
Left,15956,0.4563
Left,15957,0.5865
Left,15958,0.5903
Left,15959,0.4282
Left,15960,0.3493
Left,15961,0.5451
Left,15962,0.3255
Left,15963,0.4939
Left,15964,0.4298
Left,15965,0.5922
Left,15966,0.4268
Left,15967,0.5726
Left,15968,0.4062
Left,15969,0.5533
Left,15970,0.655
Left,15971,0.3378
Left,15972,0.4695
Left,15973,0.7107
Left,15974,0.4381
Left,15975,0.4332
Left,15976,0.5014
Left,15977,0.4221
Left,15978,0.2428
Left,15979,0.5222
Left,15980,0.2041
Left,15981,0.3582
Left,15982,0.516
Left,15983,0.355
Left,15984,0.3167
Left,15985,0.4693
Left,15986,0.2916
Left,15987,0.2498
Left,15988,0.3948
Left,15989,0.3443
Left,15990,0.2335
Left,15991,0.4168
Left,15992,0.3948
Left,15993,0.3076
Left,15994,0.3096
Left,15995,0.381
Left,15996,0.4482
Left,15997,0.296
Left,15998,0.3849
Left,15999,0.3711
Left,16000,0.3976
Left,16001,0.3088
Left,16002,0.2087
Left,16003,0.2488
Left,16004,0.3244
Left,16005,0.467
Left,16006,0.2319
Left,16007,0.3558
Left,16008,0.2376
Left,16009,0.2765
Left,16010,0.412
Left,16011,0.3319
Left,16012,0.1264
Left,16013,0.1883
Left,16014,0.3662
Left,16015,0.2498
Left,16016,0.1157
Left,16017,0.1437
Left,16018,0.291
Left,16019,0.3151
Left,16020,0.2124
Left,16021,0.4531
Left,16022,0.283
Left,16023,0.18
Left,16024,0.1278
Left,16025,0.1169
Left,16026,0.2529
Left,16027,0.1755
Left,16028,0.3967
Left,16029,0.381
Left,16030,0.3027
Left,16031,0.1264
Left,16032,0.1821
Left,16033,0.3798
Left,16034,0.2029
Left,16035,0.3764
Left,16036,0.3166
Left,16037,0.2793
Left,16038,0.2088
Left,16039,0.2746
Left,16040,0.3079
Left,16041,0.3971
Left,16042,0.2102
Left,16043,0.2773
Left,16044,0.313
Left,16045,0.3797
Left,16046,0.2274
Left,16047,0.1915
Left,16048,0.3953
Left,16049,0.181
Left,16050,0.4661
Left,16051,0.3268
Left,16052,0.1924
Left,16053,0.3039
Left,16054,0.3946
Left,16055,0.3082
Left,16056,0.3682
Left,16057,0.4449
Left,16058,0.3553
Left,16059,0.2865
Left,16060,0.355
Left,16061,0.531
Left,16062,0.5627
Left,16063,0.1968
Left,16064,0.5124
Left,16065,0.4329
Left,16066,0.5048
Left,16067,0.3619
Left,16068,0.2446
Left,16069,0.4843
Left,16070,0.3362
Left,16071,0.2959
Left,16072,0.3073
Left,16073,0.5036
Left,16074,0.4619
Left,16075,0.5305
Left,16076,0.5234
Left,16077,0.4187
Left,16078,0.458
Left,16079,0.4182
Left,16080,0.4525
Left,16081,0.3809
Left,16082,0.5209
Left,16083,0.5934
Left,16084,0.4084
Left,16085,0.6222
Left,16086,0.5095
Left,16087,0.5262
Left,16088,0.3361
Left,16089,0.3293
Left,16090,0.5283
Left,16091,0.5968
Left,16092,0.4545
Left,16093,0.6925
Left,16094,0.6027
Left,16095,0.4421
Left,16096,0.5398
Left,16097,0.7881
Left,16098,0.4198
Left,16099,0.6005
Left,16100,0.5189
Left,16101,0.6254
Left,16102,0.685
Left,16103,0.5231
Left,16104,0.677
Left,16105,0.7907
Left,16106,0.5785
Left,16107,0.6537
Left,16108,0.5195
Left,16109,0.5837
Left,16110,0.5673
Left,16111,0.6678
Left,16112,0.7117
Left,16113,0.5834
Left,16114,0.7508
Left,16115,0.7534
Left,16116,0.6881
Left,16117,0.5547
Left,16118,0.5481
Left,16119,0.5309
Left,16120,0.7098
Left,16121,0.4965
Left,16122,0.6881
Left,16123,0.515
Left,16124,0.7081
Left,16125,0.6301
Left,16126,0.7643
Left,16127,0.7476
Left,16128,0.7794
Left,16129,0.7844
Left,16130,0.6551
Left,16131,0.5272
Left,16132,0.5401
Left,16133,0.4389
Left,16134,0.5414
Left,16135,0.6588
Left,16136,0.5981
Left,16137,0.6381
Left,16138,0.7074
Left,16139,0.6297
Left,16140,0.5499
Left,16141,0.6586
Left,16142,0.5759
Left,16143,0.6405
Left,16144,0.8036
Left,16145,0.644
Left,16146,0.8498
Left,16147,0.8175
Left,16148,0.6179
Left,16149,0.5663
Left,16150,0.6736
Left,16151,0.7956
Left,16152,0.6326
Left,16153,0.7737
Left,16154,0.805
Left,16155,0.608
Left,16156,0.619
Left,16157,0.759
Left,16158,0.704
Left,16159,0.6212
Left,16160,0.6556
Left,16161,0.6847
Left,16162,0.5361
Left,16163,0.77
Left,16164,0.6464
Left,16165,0.4166
Left,16166,0.6933
Left,16167,0.6221
Left,16168,0.8657
Left,16169,0.6389
Left,16170,0.5881
Left,16171,0.7491
Left,16172,0.6327
Left,16173,0.6211
Left,16174,0.7503
Left,16175,0.5955
Left,16176,0.554
Left,16177,0.8725
Left,16178,0.7579
Left,16179,0.6736
Left,16180,0.6996
Left,16181,0.7505
Left,16182,0.7971
Left,16183,0.624
Left,16184,0.736
Left,16185,0.6485
Left,16186,0.6799
Left,16187,0.7145
Left,16188,0.6974
Left,16189,0.7712
Left,16190,0.7458
Left,16191,0.5457
Left,16192,0.5601
Left,16193,0.6583
Left,16194,0.8774
Left,16195,0.6086
Left,16196,0.6721
Left,16197,0.6385
Left,16198,0.6358
Left,16199,0.7081
Left,16200,0.8293
Left,16201,0.7338
Left,16202,0.6067
Left,16203,0.9612
Left,16204,0.6926
Left,16205,0.6257
Left,16206,0.8234
Left,16207,0.6339
Left,16208,0.8457
Left,16209,0.5909
Left,16210,0.8195
Left,16211,0.695
Left,16212,0.8025
Left,16213,0.8619
Left,16214,0.5568
Left,16215,0.7959
Left,16216,0.5256
Left,16217,0.56
Left,16218,0.5825
Left,16219,0.7113
Left,16220,0.6623
Left,16221,0.6402
Left,16222,0.6695
Left,16223,0.7119
Left,16224,0.7175
Left,16225,0.7579
Left,16226,0.8282
Left,16227,0.6418
Left,16228,0.5895
Left,16229,0.7006
Left,16230,0.5224
Left,16231,0.5665
Left,16232,0.7319
Left,16233,0.617
Left,16234,0.506
Left,16235,0.4752
Left,16236,0.6264
Left,16237,0.733
Left,16238,0.7289
Left,16239,0.6243
Left,16240,0.8113
Left,16241,0.597
Left,16242,0.5908
Left,16243,0.3449
Left,16244,0.5539
Left,16245,0.6808
Left,16246,0.7489
Left,16247,0.5064
Left,16248,0.6325
Left,16249,0.6878
Left,16250,0.581
Left,16251,0.3482
Left,16252,0.598
Left,16253,0.6461
Left,16254,0.4718
Left,16255,0.5377
Left,16256,0.4441
Left,16257,0.2992
Left,16258,0.6553
Left,16259,0.5487
Left,16260,0.7052
Left,16261,0.6276
Left,16262,0.5028
Left,16263,0.5262
Left,16264,0.5874
Left,16265,0.6237
Left,16266,0.5555
Left,16267,0.6299
Left,16268,0.4858
Left,16269,0.4119
Left,16270,0.5012
Left,16271,0.5242
Left,16272,0.3796
Left,16273,0.362
Left,16274,0.5364
Left,16275,0.447
Left,16276,0.4669
Left,16277,0.4434
Left,16278,0.6272
Left,16279,0.5972
Left,16280,0.3431
Left,16281,0.4093
Left,16282,0.5433
Left,16283,0.5142
Left,16284,0.4455
Left,16285,0.3316
Left,16286,0.3727
Left,16287,0.3849
Left,16288,0.4598
Left,16289,0.5981
Left,16290,0.3545
Left,16291,0.3161
Left,16292,0.4034
Left,16293,0.5129
Left,16294,0.2605
Left,16295,0.546
Left,16296,0.3788
Left,16297,0.318
Left,16298,0.2267
Left,16299,0.4528
Left,16300,0.3603
Left,16301,0.3898
Left,16302,0.278
Left,16303,0.3314
Left,16304,0.31
Left,16305,0.3438
Left,16306,0.2822
Left,16307,0.1909
Left,16308,0.6124
Left,16309,0.1984
Left,16310,0.348
Left,16311,0.1479
Left,16312,0.1205
Left,16313,0.3251
Left,16314,0.3279
Left,16315,0.4318
Left,16316,0.3407
Left,16317,0.2808
Left,16318,0.1959
Left,16319,0.4359
Left,16320,0.3739
Left,16321,0.1515
Left,16322,0.275
Left,16323,0.2806
Left,16324,0.2267
Left,16325,0.3335
Left,16326,0.3345
Left,16327,0.2273
Left,16328,0.2133
Left,16329,0.3863
Left,16330,0.3247
Left,16331,0.2336
Left,16332,0.0585
Left,16333,0.2508
Left,16334,0.2812
Left,16335,0.01
Left,16336,0.2266
Left,16337,0.1619
Left,16338,0.1865
Left,16339,0.1229
Left,16340,0.2038
Left,16341,0.3628
Left,16342,0.1839
Left,16343,0.3301
Left,16344,0.1579
Left,16345,0.3194
Left,16346,0.2487
Left,16347,0.2887
Left,16348,0.2592
Left,16349,0.3276
Left,16350,0.0116
Left,16351,0.1313
Left,16352,0.32
Left,16353,0.0788
Left,16354,0.2351
Left,16355,0.2876
Left,16356,0.2151
Left,16357,0.2337
Left,16358,0.3349
Left,16359,0.4135
Left,16360,0.2216
Left,16361,0.2648
Left,16362,0.2541
Left,16363,0.0899
Left,16364,0.351
Left,16365,0.4351
Left,16366,0.4481
Left,16367,0.2641
Left,16368,0.2308
Left,16369,0.3628
Left,16370,0.4483
Left,16371,0.3856
Left,16372,0.4037
Left,16373,0.4937
Left,16374,0.3102
Left,16375,0.3668
Left,16376,0.5569
Left,16377,0.3783
Left,16378,0.2759
Left,16379,0.3402
Left,16380,0.3179
Left,16381,0.4519
Left,16382,0.3311
Left,16383,0.4523
Left,16384,0.356
Left,16385,0.2217
Left,16386,0.4691
Left,16387,0.4577
Left,16388,0.499
Left,16389,0.3843
Left,16390,0.3779
Left,16391,0.5003
Left,16392,0.6163
Left,16393,0.4697
Left,16394,0.5153
Left,16395,0.4448
Left,16396,0.3268
Left,16397,0.582
Left,16398,0.5802
Left,16399,0.5645
Left,16400,0.4793
Left,16401,0.5612
Left,16402,0.5948
Left,16403,0.6714
Left,16404,0.6122
Left,16405,0.5236
Left,16406,0.3902
Left,16407,0.5404
Left,16408,0.5543
Left,16409,0.6033
Left,16410,0.6715
Left,16411,0.5303
Left,16412,0.7535
Left,16413,0.3711
Left,16414,0.5926
Left,16415,0.4743
Left,16416,0.367
Left,16417,0.541
Left,16418,0.4189
Left,16419,0.5519
Left,16420,0.5749
Left,16421,0.6866
Left,16422,0.4272
Left,16423,0.6721
Left,16424,0.5943
Left,16425,0.6905
Left,16426,0.5476
Left,16427,0.4607
Left,16428,0.4752
Left,16429,0.4708
Left,16430,0.6507
Left,16431,0.7536
Left,16432,0.5523
Left,16433,0.6746
Left,16434,0.4621
Left,16435,0.6353
Left,16436,0.6868
Left,16437,0.4779
Left,16438,0.6049
Left,16439,0.6995
Left,16440,0.3371
Left,16441,0.7666
Left,16442,0.6709
Left,16443,0.7096
Left,16444,0.599
Left,16445,0.4704
Left,16446,0.6984
Left,16447,0.639
Left,16448,0.6526
Left,16449,0.7604
Left,16450,0.7299
Left,16451,0.8479
Left,16452,0.6732
Left,16453,0.5907
Left,16454,0.6429
Left,16455,0.7052
Left,16456,0.7671
Left,16457,0.5206
Left,16458,0.6699
Left,16459,0.8317
Left,16460,0.6484
Left,16461,0.7671
Left,16462,0.7249
Left,16463,0.7727
Left,16464,0.5976
Left,16465,0.5995
Left,16466,0.6834
Left,16467,0.5295
Left,16468,0.657
Left,16469,0.7105
Left,16470,0.8649
Left,16471,0.7278
Left,16472,0.7512
Left,16473,0.8061
Left,16474,0.5942
Left,16475,0.6751
Left,16476,0.935
Left,16477,0.6854
Left,16478,0.8058
Left,16479,0.7912
Left,16480,0.5477
Left,16481,0.7272
Left,16482,0.7115
Left,16483,0.7303
Left,16484,0.6224
Left,16485,0.5866
Left,16486,0.651
Left,16487,0.6892
Left,16488,0.8178
Left,16489,0.8813
Left,16490,0.8394
Left,16491,0.7859
Left,16492,0.5995
Left,16493,0.6591
Left,16494,0.721
Left,16495,0.6367
Left,16496,0.7575
Left,16497,0.7717
Left,16498,0.7531
Left,16499,0.8017
Left,16500,0.6084
Left,16501,0.7918
Left,16502,0.6286
Left,16503,0.6036
Left,16504,0.7504
Left,16505,0.8182
Left,16506,0.7448
Left,16507,0.6974
Left,16508,0.7257
Left,16509,0.7075
Left,16510,0.5805
Left,16511,0.568
Left,16512,0.6835
Left,16513,0.6984
Left,16514,0.6905
Left,16515,0.756
Left,16516,0.6657
Left,16517,0.7424
Left,16518,0.6704
Left,16519,0.866
Left,16520,0.6904
Left,16521,0.9151
Left,16522,0.7148
Left,16523,0.6568
Left,16524,0.5868
Left,16525,0.5309
Left,16526,0.5745
Left,16527,0.584
Left,16528,0.7098
Left,16529,0.616
Left,16530,0.6855
Left,16531,0.7932
Left,16532,0.6544
Left,16533,0.8691
Left,16534,0.5417
Left,16535,0.6422
Left,16536,0.6013
Left,16537,0.7468
Left,16538,0.427
Left,16539,0.5045
Left,16540,0.6359
Left,16541,0.7995
Left,16542,0.6646
Left,16543,0.5045
Left,16544,0.5175
Left,16545,0.8021
Left,16546,0.5702
Left,16547,0.5355
Left,16548,0.7749
Left,16549,0.7257
Left,16550,0.7493
Left,16551,0.5242
Left,16552,0.464
Left,16553,0.627
Left,16554,0.6444
Left,16555,0.6444
Left,16556,0.7529
Left,16557,0.4287
Left,16558,0.6851
Left,16559,0.4864
Left,16560,0.6786
Left,16561,0.5424
Left,16562,0.5054
Left,16563,0.5226
Left,16564,0.4358
Left,16565,0.5811
Left,16566,0.4965
Left,16567,0.6491
Left,16568,0.6311
Left,16569,0.7325
Left,16570,0.5968
Left,16571,0.6088
Left,16572,0.6932
Left,16573,0.4869
Left,16574,0.3972
Left,16575,0.5624
Left,16576,0.3965
Left,16577,0.7805
Left,16578,0.6769
Left,16579,0.744
Left,16580,0.53
Left,16581,0.575
Left,16582,0.4702
Left,16583,0.6005
Left,16584,0.3867
Left,16585,0.25
Left,16586,0.4213
Left,16587,0.3508
Left,16588,0.6401
Left,16589,0.6698
Left,16590,0.3438
Left,16591,0.6092
Left,16592,0.571
Left,16593,0.3147
Left,16594,0.4284
Left,16595,0.4052
Left,16596,0.5338
Left,16597,0.3318
Left,16598,0.4405
Left,16599,0.3774
Left,16600,0.489
Left,16601,0.4156
Left,16602,0.3793
Left,16603,0.4071
Left,16604,0.6276
Left,16605,0.3778
Left,16606,0.3109
Left,16607,0.4688
Left,16608,0.3915
Left,16609,0.2598
Left,16610,0.6199
Left,16611,0.3569
Left,16612,0.3497
Left,16613,0.3988
Left,16614,0.5512
Left,16615,0.2055
Left,16616,0.3964
Left,16617,0.5728
Left,16618,0.3722
Left,16619,0.2311
Left,16620,0.288
Left,16621,0.3658
Left,16622,0.4734
Left,16623,0.3016
Left,16624,0.4133
Left,16625,0.1823
Left,16626,0.1766
Left,16627,0.2679
Left,16628,0.4551
Left,16629,0.3133
Left,16630,0.3305
Left,16631,0.3244
Left,16632,0.4026
Left,16633,0.2257
Left,16634,0.3507
Left,16635,0.1938
Left,16636,0.4703
Left,16637,0.187
Left,16638,0.1738
Left,16639,0.312
Left,16640,0.2601
Left,16641,0.2798
Left,16642,0.2649
Left,16643,0.1281
Left,16644,0.3935
Left,16645,0.3165
Left,16646,0.3581
Left,16647,0.1644
Left,16648,0.2539
Left,16649,0.2269
Left,16650,0.315
Left,16651,0.3188
Left,16652,0.2271
Left,16653,0.061
Left,16654,0.3958
Left,16655,0.2784
Left,16656,0.1669
Left,16657,0.2734
Left,16658,0.0866
Left,16659,0.3483
Left,16660,0.1006
Left,16661,0.2306
Left,16662,0.2821
Left,16663,0.3665
Left,16664,0.2782
Left,16665,0.336
Left,16666,0.2747
Left,16667,0.2792
Left,16668,0.2959
Left,16669,0.2734
Left,16670,0.1285
Left,16671,0.2252
Left,16672,0.3314
Left,16673,0.2869
Left,16674,0.3011
Left,16675,0.2892
Left,16676,0.24
Left,16677,0.2819
Left,16678,0.3054
Left,16679,0.3414
Left,16680,0.385
Left,16681,0.3324
Left,16682,0.2522
Left,16683,0.2201
Left,16684,0.6244
Left,16685,0.2564
Left,16686,0.3222
Left,16687,0.4304
Left,16688,0.4195
Left,16689,0.4401
Left,16690,0.3484
Left,16691,0.4211
Left,16692,0.408
Left,16693,0.3752
Left,16694,0.4355
Left,16695,0.521
Left,16696,0.4178
Left,16697,0.4229
Left,16698,0.5357
Left,16699,0.5295
Left,16700,0.5962
Left,16701,0.2665
Left,16702,0.537
Left,16703,0.511
Left,16704,0.3666
Left,16705,0.4846
Left,16706,0.5688
Left,16707,0.385
Left,16708,0.5164
Left,16709,0.5635
Left,16710,0.3734
Left,16711,0.4704
Left,16712,0.5188
Left,16713,0.4132
Left,16714,0.4089
Left,16715,0.4873
Left,16716,0.585
Left,16717,0.5731
Left,16718,0.4265
Left,16719,0.5818
Left,16720,0.4368
Left,16721,0.3632
Left,16722,0.4913
Left,16723,0.6441
Left,16724,0.6011
Left,16725,0.539
Left,16726,0.5012
Left,16727,0.5075
Left,16728,0.5609
Left,16729,0.4468
Left,16730,0.5223
Left,16731,0.5391
Left,16732,0.429
Left,16733,0.4836
Left,16734,0.6119
Left,16735,0.5751
Left,16736,0.5466
Left,16737,0.4896
Left,16738,0.7416
Left,16739,0.5033
Left,16740,0.6154
Left,16741,0.5446
Left,16742,0.6001
Left,16743,0.6452
Left,16744,0.4654
Left,16745,0.6048
Left,16746,0.7274
Left,16747,0.7873
Left,16748,0.601
Left,16749,0.621
Left,16750,0.8407
Left,16751,0.7357
Left,16752,0.5632
Left,16753,0.5656
Left,16754,0.7257
Left,16755,0.5315
Left,16756,0.7439
Left,16757,0.671
Left,16758,0.6917
Left,16759,0.6166
Left,16760,0.5816
Left,16761,0.7931
Left,16762,0.6244
Left,16763,0.6102
Left,16764,0.6454
Left,16765,0.6748
Left,16766,0.5544
Left,16767,0.603
Left,16768,0.5997
Left,16769,0.7479
Left,16770,0.5766
Left,16771,0.4914
Left,16772,0.4721
Left,16773,0.5235
Left,16774,0.8083
Left,16775,0.6754
Left,16776,0.7255
Left,16777,0.7305
Left,16778,0.684
Left,16779,0.6723
Left,16780,0.7856
Left,16781,0.6971
Left,16782,0.8237
Left,16783,0.7471
Left,16784,0.6245
Left,16785,0.6377
Left,16786,0.6157
Left,16787,0.8113
Left,16788,0.65
Left,16789,0.6116
Left,16790,0.7243
Left,16791,0.6835
Left,16792,0.7234
Left,16793,0.8837
Left,16794,0.7867
Left,16795,0.6988
Left,16796,0.5558
Left,16797,0.6472
Left,16798,0.7688
Left,16799,0.5811
Left,16800,0.9127
Left,16801,0.7004
Left,16802,0.7041
Left,16803,0.6328
Left,16804,0.7494
Left,16805,0.584
Left,16806,0.9164
Left,16807,0.8317
Left,16808,0.7984
Left,16809,0.5609
Left,16810,0.7204
Left,16811,0.8206
Left,16812,0.7588
Left,16813,0.599
Left,16814,0.6339
Left,16815,0.6534
Left,16816,0.6379
Left,16817,0.8506
Left,16818,0.5052
Left,16819,0.7623
Left,16820,0.5669
Left,16821,0.5993
Left,16822,0.4938
Left,16823,0.6391
Left,16824,0.8443
Left,16825,0.7189
Left,16826,0.5717
Left,16827,0.7923
Left,16828,0.8127
Left,16829,0.6989
Left,16830,0.8909
Left,16831,0.7684
Left,16832,0.7534
Left,16833,0.6035
Left,16834,0.7453
Left,16835,0.7029
Left,16836,0.7318
Left,16837,0.61
Left,16838,0.6898
Left,16839,0.5937
Left,16840,0.4591
Left,16841,0.7721
Left,16842,0.5203
Left,16843,0.6796
Left,16844,0.7004
Left,16845,0.6979
Left,16846,0.6351
Left,16847,0.6887
Left,16848,0.7067
Left,16849,0.7311
Left,16850,0.8289
Left,16851,0.6769
Left,16852,0.6578
Left,16853,0.5585
Left,16854,0.6906
Left,16855,0.7114
Left,16856,0.6232
Left,16857,0.6945
Left,16858,0.6084
Left,16859,0.7023
Left,16860,0.724
Left,16861,0.72
Left,16862,0.6394
Left,16863,0.521
Left,16864,0.5612
Left,16865,0.6792
Left,16866,0.8618
Left,16867,0.5801
Left,16868,0.6569
Left,16869,0.5528
Left,16870,0.5081
Left,16871,0.535
Left,16872,0.3914
Left,16873,0.7319
Left,16874,0.3705
Left,16875,0.564
Left,16876,0.4695
Left,16877,0.4957
Left,16878,0.7185
Left,16879,0.5977
Left,16880,0.4778
Left,16881,0.512
Left,16882,0.4911
Left,16883,0.5599
Left,16884,0.5781
Left,16885,0.7468
Left,16886,0.3621
Left,16887,0.5467
Left,16888,0.5151
Left,16889,0.6377
Left,16890,0.5748
Left,16891,0.5947
Left,16892,0.5665
Left,16893,0.435
Left,16894,0.6455
Left,16895,0.6004
Left,16896,0.6083
Left,16897,0.6392
Left,16898,0.5507
Left,16899,0.6531
Left,16900,0.5388
Left,16901,0.4751
Left,16902,0.4923
Left,16903,0.4865
Left,16904,0.4329
Left,16905,0.6439
Left,16906,0.5061
Left,16907,0.4818
Left,16908,0.507
Left,16909,0.7619
Left,16910,0.3465
Left,16911,0.3708
Left,16912,0.313
Left,16913,0.4234
Left,16914,0.4669
Left,16915,0.3914
Left,16916,0.3796
Left,16917,0.4434
Left,16918,0.3744
Left,16919,0.4512
Left,16920,0.5271
Left,16921,0.4789
Left,16922,0.4947
Left,16923,0.5106
Left,16924,0.4258
Left,16925,0.377
Left,16926,0.311
Left,16927,0.3445
Left,16928,0.3266
Left,16929,0.4474
Left,16930,0.4042
Left,16931,0.4345
Left,16932,0.2441
Left,16933,0.4986
Left,16934,0.3079
Left,16935,0.2358
Left,16936,0.2971
Left,16937,0.5846
Left,16938,0.2927
Left,16939,0.2941
Left,16940,0.3026
Left,16941,0.302
Left,16942,0.2339
Left,16943,0.3215
Left,16944,0.4098
Left,16945,0.3288
Left,16946,0.1813
Left,16947,0.2531
Left,16948,0.2275
Left,16949,0.283
Left,16950,0.4058
Left,16951,0.2529
Left,16952,0.254
Left,16953,0.4356
Left,16954,0.3405
Left,16955,0.3053
Left,16956,0.4388
Left,16957,0.2869
Left,16958,0.0343
Left,16959,0.3113
Left,16960,0.0638
Left,16961,0.2632
Left,16962,0.0416
Left,16963,0.1613
Left,16964,0.1666
Left,16965,0.125
Left,16966,0.1721
Left,16967,0.3153
Left,16968,0.1456
Left,16969,0.2765
Left,16970,0.1304
Left,16971,0.213
Left,16972,0.2693
Left,16973,0.1423
Left,16974,0.1158
Left,16975,0.3011
Left,16976,0.3692
Left,16977,0.2539
Left,16978,0.2211
Left,16979,0.2873
Left,16980,0.2822
Left,16981,0.3059
Left,16982,0.0337
Left,16983,0.1846
Left,16984,0.2119
Left,16985,0.3164
Left,16986,0.3248
Left,16987,0.3747
Left,16988,0.3417
Left,16989,0.1907
Left,16990,0.4703
Left,16991,0.4577
Left,16992,0.2095
Left,16993,0.3734
Left,16994,0.2853
Left,16995,0.3636
Left,16996,0.4598
Left,16997,0.5722
Left,16998,0.439
Left,16999,0.3981
Left,17000,0.3393
Left,17001,0.3962
Left,17002,0.5186
Left,17003,0.3828
Left,17004,0.3033
Left,17005,0.2346
Left,17006,0.4524
Left,17007,0.4304
Left,17008,0.3457
Left,17009,0.5174
Left,17010,0.3771
Left,17011,0.4103
Left,17012,0.4266
Left,17013,0.3976
Left,17014,0.4607
Left,17015,0.5566
Left,17016,0.3316
Left,17017,0.499
Left,17018,0.4717
Left,17019,0.4742
Left,17020,0.5502
Left,17021,0.4722
Left,17022,0.5195
Left,17023,0.5473
Left,17024,0.4294
Left,17025,0.5139
Left,17026,0.463
Left,17027,0.4789
Left,17028,0.464
Left,17029,0.5473
Left,17030,0.5123
Left,17031,0.5476
Left,17032,0.5103
Left,17033,0.3555
Left,17034,0.5229
Left,17035,0.53
Left,17036,0.5517
Left,17037,0.4718
Left,17038,0.4154
Left,17039,0.6011
Left,17040,0.5149
Left,17041,0.563
Left,17042,0.5214
Left,17043,0.5525
Left,17044,0.5117
Left,17045,0.4633
Left,17046,0.6109
Left,17047,0.5066
Left,17048,0.5867
Left,17049,0.6147
Left,17050,0.5183
Left,17051,0.4598
Left,17052,0.8261
Left,17053,0.5339
Left,17054,0.6521
Left,17055,0.7868
Left,17056,0.675
Left,17057,0.569
Left,17058,0.5953
Left,17059,0.5217
Left,17060,0.696
Left,17061,0.6674
Left,17062,0.5621
Left,17063,0.5121
Left,17064,0.487
Left,17065,0.7205
Left,17066,0.6365
Left,17067,0.6486
Left,17068,0.5474
Left,17069,0.4859
Left,17070,0.731
Left,17071,0.6414
Left,17072,0.7303
Left,17073,0.6033
Left,17074,0.6206
Left,17075,0.7178
Left,17076,0.722
Left,17077,0.7307
Left,17078,0.6235
Left,17079,0.7166
Left,17080,0.7681
Left,17081,0.6487
Left,17082,0.6098
Left,17083,0.7973
Left,17084,0.5995
Left,17085,0.7297
Left,17086,0.6627
Left,17087,0.4861
Left,17088,0.7848
Left,17089,0.3978
Left,17090,0.4767
Left,17091,0.7294
Left,17092,0.7308
Left,17093,0.6158
Left,17094,0.6957
Left,17095,0.4292
Left,17096,0.7543
Left,17097,0.7098
Left,17098,0.6815
Left,17099,0.6893
Left,17100,0.7376
Left,17101,0.6865
Left,17102,0.5029
Left,17103,0.9109
